Models,MAE,MAPE,Time series label,Time
FEDOT,0.009922672588335967,2.4068553916406596,0,98.7311077000013
FEDOT,20.60549012291912,0.5606328010773166,1,70.90194390000033
FEDOT,34.82416945780983,0.773721064673275,2,67.56446439999854
FEDOT,0.12062309680451129,1.3248175364391495,3,86.4458528999985
FEDOT,0.20106354424916648,0.6429424225556437,4,66.74860769999941
FEDOT,0.2884066708855683,0.6208758555546453,5,57.9262920000001
FEDOT,3.5830143546680744,0.12826011889608013,6,58.40498110000044
FEDOT,0.5676649983077683,0.8563333873969677,7,59.834676300000865
FEDOT,0.00995855052651482,0.008102505290170816,8,65.31665279999834
FEDOT,0.12977377181459457,138.04500425815152,9,64.50399170000128
FEDOT,0.10191700320871658,0.11300111185299755,10,63.301031499999226
FEDOT,1.3565034316349731,2.6410156729111067,11,66.34397730000092
FEDOT,3.732100870579592,0.13832522379213688,12,114.18088659999921
FEDOT,0.19477264677848724,0.7659292271943025,13,64.96229800000037
FEDOT,1.0660494888689425,2.571917938790509,14,64.21423920000052
FEDOT,4.535905401132351,0.13642667306990225,15,87.78720539999995
FEDOT,0.10445307588867406,0.4591627695733253,16,64.68234259999917
FEDOT,0.21668140590314877,0.3278267451541742,17,106.32516489999944
FEDOT,1.0163106524713572,4.233592895689481,18,64.9840105000003
FEDOT,1.8022632475889702,0.685312689992077,19,65.69382719999885
FEDOT,0.045910392868378655,0.044833093969970254,20,63.66717710000012
FEDOT,0.15909203278105366,0.17738176559609578,21,73.50773739999931
FEDOT,0.6088312499999998,2.048800939651917,22,65.23359960000016
FEDOT,0.6833379999999927,4.938806862259285,23,72.7779346999996
FEDOT,0.35538481575586206,1.5928482767681968,24,66.57256320000124
FEDOT,0.07058715143203731,1.1465475477929148,25,86.80614679999962
FEDOT,0.27436925433941345,1.5669138415800996,26,66.50853300000017
FEDOT,0.02116993115853778,0.5802822132863374,27,59.802818500000285
FEDOT,0.3957624999999999,1.3665482192528655,28,67.48113160000139
FEDOT,0.12022865906128107,0.5890147605260854,29,61.19651750000048
FEDOT,0.4519798852249631,2.4610529540594546,30,56.49490960000003
FEDOT,0.05660262101048905,6.188757364768717,31,82.77546249999978
FEDOT,0.31885460150790623,1.8611294303231374,32,70.33685359999981
FEDOT,0.01671058880903643,0.345247659425832,33,60.834232400000474
FEDOT,0.16827827725302802,2.649677329538417,34,60.49401779999971
FEDOT,0.057368849754152275,1.8805261793729366,35,84.34648819999893
FEDOT,0.005490036884436221,28.924392245694747,36,65.48025830000006
FEDOT,0.0631456595324509,9.93770471710996,37,66.16814299999896
FEDOT,0.010889423388411795,6.992533152908234,38,120.57283499999903
FEDOT,0.49003379629629273,0.915072720907165,39,64.41637719999926
FEDOT,0.19919296231968744,0.45910898972653946,40,70.65555320000021
