Models,MAE,MAPE,Time series label,Time
Prophet,0.29978982743804206,76.65836157735495,0,8.052093199999945
Prophet,15.866839023170172,0.43211719934385356,1,6.634707100000014
Prophet,21.30642060928888,0.47371394280700946,2,7.394035899999835
Prophet,0.3289038560913361,3.604152458043862,3,9.487172499999815
Prophet,0.36828794322564157,1.1809818958961944,4,15.140201700000034
Prophet,0.40786593552574046,0.8779748919171844,5,14.98363479999989
Prophet,4.084973194610747,0.14613923584318725,6,15.547066700000414
Prophet,0.5050820870167472,0.7626351694714826,7,7.85421499999984
Prophet,0.009817577977238064,0.007987797225220424,8,6.7218785000000025
Prophet,0.25499706660134336,236.83591771976654,9,3.9824099000002207
Prophet,1.4770295417517962,1.637608884521296,10,13.401893199999904
Prophet,2.4822195873039385,4.83259804795084,11,13.144530699999905
Prophet,4.152086551231817,0.1538178648097381,12,17.348460799999884
Prophet,0.2584757094792378,1.0165898989868793,13,9.955864999999903
Prophet,2.638875599552009,6.379560378176227,14,12.223036800000045
Prophet,4.950343902881023,0.14881512774720976,15,13.839974800000164
Prophet,0.1084227024250086,0.4768726554791621,16,5.75134560000015
Prophet,0.8525755409660684,1.2897025808566507,17,10.830564300000333
Prophet,1.00489877528658,4.175494822250059,18,2.9843854999999166
Prophet,4.593305322483171,1.7495133813712347,19,15.7293281999996
Prophet,0.08561827763018279,0.08359422525973037,20,20.466064400000505
Prophet,1.7844652315852307,1.9891033444831636,21,16.625305900000058
Prophet,0.8715985843301637,2.963177924830947,22,15.297415099999853
Prophet,0.3010878600192336,2.176225076948197,23,12.961358499999733
Prophet,0.7645420006369023,3.4018696783619684,24,13.607429400000001
Prophet,0.07044468611846623,1.1404351270768827,25,7.995101499999691
Prophet,0.44238136746177664,2.5302331251035244,26,5.516415099999904
Prophet,0.1044815355544451,2.880013252224566,27,11.652674100000695
Prophet,1.027081969859364,3.6177795384360825,28,16.203193100000135
Prophet,0.3374443502431698,1.6520609474656163,29,10.421319200000653
Prophet,0.9736786500651816,5.206530319258355,30,11.431796500000019
Prophet,0.06071027014627833,6.872587230181434,31,3.8847562000000835
Prophet,0.728033792571926,4.268937806046513,32,10.426443600000312
Prophet,0.1417059073254062,2.9250953284858077,33,18.25567510000019
Prophet,0.3274743038363323,5.146472401422867,34,9.780635600000096
Prophet,0.13130467750272892,4.289857650031498,35,8.485663400000703
Prophet,0.007676426786698177,45.8780706706609,36,1.8612768000002688
Prophet,0.06741029510688902,10.642275204206943,37,11.442523599999731
Prophet,0.009153543540388765,5.711464796066875,38,5.4165046999996775
Prophet,0.7345252363558388,1.3700535281183384,39,9.668414599999778
Prophet,0.18534546172390481,0.4275231584138819,40,10.431728999999905
