Models,MAE,MAPE,Time series label,Time
Prophet,0.25668458515721626,247.78162596188005,9,4.465685275034048
Prophet,0.25668458515721626,247.78162596188005,9,4.35787704505492
Prophet,0.25668458515721626,247.78162596188005,9,4.681866582017392
Prophet,0.25668458515721626,247.78162596188005,9,4.95982428395655
Prophet,0.25668458515721626,247.78162596188005,9,4.8658903170144185
Prophet,0.25668458515721626,247.78162596188005,9,5.149505189969204
Prophet,0.25668458515721626,247.78162596188005,9,5.174342393991537
Prophet,0.25668458515721626,247.78162596188005,9,5.198015369009227
Prophet,0.25668458515721626,247.78162596188005,9,4.6348391129868105
Prophet,0.25668458515721626,247.78162596188005,9,4.719015667913482
Prophet,0.25668458515721626,247.78162596188005,9,4.720638821949251
Prophet,0.25668458515721626,247.78162596188005,9,4.6644113179063424
Prophet,0.25668458515721626,247.78162596188005,9,5.019148326013237
Prophet,0.25668458515721626,247.78162596188005,9,5.1346630660118535
Prophet,0.25668458515721626,247.78162596188005,9,5.5182552840560675
Prophet,0.25668458515721626,247.78162596188005,9,5.275932896998711
Prophet,0.25668458515721626,247.78162596188005,9,4.507142600021325
Prophet,0.25668458515721626,247.78162596188005,9,4.152273152023554
Prophet,0.25668458515721626,247.78162596188005,9,4.842995735933073
Prophet,0.25668458515721626,247.78162596188005,9,4.8314945589518175
Prophet,0.25668458515721626,247.78162596188005,9,4.833981216070242
Prophet,0.25668458515721626,247.78162596188005,9,5.129875989980064
Prophet,0.25668458515721626,247.78162596188005,9,5.298975610989146
Prophet,0.25668458515721626,247.78162596188005,9,5.165913030039519
Prophet,0.25668458515721626,247.78162596188005,9,4.783232216024771
Prophet,0.25668458515721626,247.78162596188005,9,4.6093677210155874
Prophet,0.25668458515721626,247.78162596188005,9,4.85256675502751
Prophet,0.25668458515721626,247.78162596188005,9,4.682431639987044
Prophet,0.25668458515721626,247.78162596188005,9,5.029298773035407
Prophet,0.25668458515721626,247.78162596188005,9,5.148815155029297
